Z, A, Symbol, mass, mass_unc, estimated_flag
 57, 156, La, 155.9645190000, 4.290000e-04, #
 58, 156, Ce, 155.9518840000, 3.220000e-04, #
 59, 156, Pr, 155.9446400000, 2.150000e-04, #
 60, 156, Nd, 155.9350788680, 2.147440e-04,  
 61, 156, Pm, 155.9311174900, 3.897000e-06,  
 62, 156, Sm, 155.9255385110, 9.174000e-06,  
 63, 156, Eu, 155.9247632850, 3.853000e-06,  
 64, 156, Gd, 155.9221305620, 1.277000e-06,  
 65, 156, Tb, 155.9247544300, 4.094000e-06,  
 66, 156, Dy, 155.9242840380, 1.281000e-06,  
 67, 156, Ho, 155.9297054360, 6.442500e-05,  
 68, 156, Er, 155.9310658900, 2.644000e-05,  
 69, 156, Tm, 155.9389855970, 1.532800e-05,  
 70, 156, Yb, 155.9428168930, 9.992000e-06,  
 71, 156, Lu, 155.9530866060, 5.810200e-05,  
 72, 156, Hf, 155.9594018890, 1.607700e-04,  
 73, 156, Ta, 155.9722370000, 3.200000e-04, #
 58, 157, Ce, 156.9571330000, 4.290000e-04, #
 59, 157, Pr, 156.9478900000, 3.220000e-04, #
 60, 157, Nd, 156.9393860370, 2.675000e-05,  
 61, 157, Pm, 156.9331213700, 7.521000e-06,  
 62, 157, Sm, 156.9284186730, 4.759000e-06,  
 63, 157, Eu, 156.9254327910, 4.572000e-06,  
 64, 157, Gd, 156.9239678700, 1.276000e-06,  
 65, 157, Tb, 156.9240323280, 1.311000e-06,  
 66, 157, Dy, 156.9254696670, 5.557000e-06,  
 67, 157, Ho, 156.9282519990, 2.519500e-05,  
 68, 157, Er, 156.9319226550, 2.845400e-05,  
 69, 157, Tm, 156.9369730000, 3.000000e-05,  
 70, 157, Yb, 156.9426492300, 1.172300e-05,  
 71, 157, Lu, 156.9501440450, 1.296500e-05,  
 72, 157, Hf, 156.9582360000, 2.100000e-04, #
 73, 157, Ta, 156.9682302510, 1.611050e-04,  
 74, 157, W , 156.9790980000, 4.290000e-04, #
 58, 158, Ce, 157.9606440000, 4.290000e-04, #
 59, 158, Pr, 157.9524100000, 3.220000e-04, #
 60, 158, Nd, 157.9419700000, 2.150000e-04, #
 61, 158, Pm, 157.9365651210, 1.444200e-05,  
 62, 158, Sm, 157.9299509790, 5.251000e-06,  
 63, 158, Eu, 157.9277985810, 1.100800e-05,  
 64, 158, Gd, 157.9241116460, 1.276000e-06,  
 65, 158, Tb, 157.9254201660, 1.503000e-06,  
 66, 158, Dy, 157.9244145970, 2.538000e-06,  
 67, 158, Ho, 157.9289446920, 2.910100e-05,  
 68, 158, Er, 157.9298934740, 2.707400e-05,  
 69, 158, Tm, 157.9369795250, 2.707400e-05,  
 70, 158, Yb, 157.9398705340, 8.582000e-06,  
 71, 158, Lu, 157.9493156260, 1.623700e-05,  
 72, 158, Hf, 157.9548012220, 1.878000e-05,  
 73, 158, Ta, 157.9665410000, 2.100000e-04, #
 74, 158, W , 157.9746290000, 3.220000e-04, #
 59, 159, Pr, 158.9558900000, 4.290000e-04, #
 60, 159, Nd, 158.9465300000, 3.220000e-04, #
 61, 159, Pm, 158.9392864790, 1.077700e-05,  
 62, 159, Sm, 158.9332172020, 6.369000e-06,  
 63, 159, Eu, 158.9290996120, 4.643000e-06,  
 64, 159, Gd, 158.9263962670, 1.279000e-06,  
 65, 159, Tb, 158.9253539330, 1.348000e-06,  
 66, 159, Dy, 158.9257460230, 1.640000e-06,  
 67, 159, Ho, 158.9277187680, 3.314000e-06,  
 68, 159, Er, 158.9306908750, 3.949000e-06,  
 69, 159, Tm, 158.9349750000, 3.000000e-05,  
 70, 159, Yb, 158.9400547870, 1.910200e-05,  
 71, 159, Lu, 158.9466356150, 4.043300e-05,  
 72, 159, Hf, 158.9539958380, 1.804900e-05,  
 73, 159, Ta, 158.9630280520, 2.113700e-05,  
 74, 159, W , 158.9728450000, 3.200000e-04, #
 75, 159, Re, 158.9841710000, 3.270000e-04, #
 59, 160, Pr, 159.9607940000, 4.290000e-04, #
 60, 160, Nd, 159.9494000000, 3.220000e-04, #
 61, 160, Pm, 159.9431000000, 2.150000e-04, #
 62, 160, Sm, 159.9353352860, 6.370000e-06,  
 63, 160, Eu, 159.9318509160, 1.019900e-05,  
 64, 160, Gd, 159.9270615370, 1.371000e-06,  
 65, 160, Tb, 159.9271747780, 1.354000e-06,  
 66, 160, Dy, 159.9252032440, 8.280000e-07,  
 67, 160, Ho, 159.9287352040, 1.612400e-05,  
 68, 160, Er, 159.9290771300, 2.603700e-05,  
 69, 160, Tm, 159.9352631060, 3.678100e-05,  
 70, 160, Yb, 159.9375597630, 7.764000e-06,  
 71, 160, Lu, 159.9460330000, 6.100000e-05,  
 72, 160, Hf, 159.9506825130, 1.024200e-05,  
 73, 160, Ta, 159.9615416790, 5.831000e-05,  
 74, 160, W , 159.9685167530, 1.608460e-04,  
 75, 160, Re, 159.9820300000, 3.200000e-04, #
 60, 161, Nd, 160.9542800000, 4.290000e-04, #
 61, 161, Pm, 160.9460700000, 3.200000e-04, #
 62, 161, Sm, 160.9391601430, 7.318000e-06,  
 63, 161, Eu, 160.9336640660, 1.116400e-05,  
 64, 161, Gd, 160.9296766020, 1.741000e-06,  
 65, 161, Tb, 160.9275770010, 1.449000e-06,  
 66, 161, Dy, 160.9269390880, 8.240000e-07,  
 67, 161, Ho, 160.9278607590, 2.406000e-06,  
 68, 161, Er, 160.9300031910, 9.425000e-06,  
 69, 161, Tm, 160.9335490000, 3.000000e-05,  
 70, 161, Yb, 160.9379068460, 1.648300e-05,  
 71, 161, Lu, 160.9435720000, 3.000000e-05,  
 72, 161, Hf, 160.9502791510, 2.420900e-05,  
 73, 161, Ta, 160.9583690310, 2.617500e-05,  
 74, 161, W , 160.9671970000, 2.100000e-04, #
 75, 161, Re, 160.9776271210, 1.609480e-04,  
 76, 161, Os, 160.9892870000, 4.290000e-04, #
 60, 162, Nd, 161.9575410000, 4.290000e-04, #
 61, 162, Pm, 161.9502200000, 3.220000e-04, #
 62, 162, Sm, 161.9414600000, 2.100000e-04, #
 63, 162, Eu, 161.9369793030, 3.781900e-05,  
 64, 162, Gd, 161.9309921460, 4.303000e-06,  
 65, 162, Tb, 161.9294939550, 3.904600e-05,  
 66, 162, Dy, 161.9268041680, 8.220000e-07,  
 67, 162, Ho, 161.9291014850, 3.398000e-06,  
 68, 162, Er, 161.9287869600, 8.820000e-07,  
 69, 162, Tm, 161.9340008720, 2.797700e-05,  
 70, 162, Yb, 161.9357737710, 1.648800e-05,  
 71, 162, Lu, 161.9432827760, 8.055400e-05,  
 72, 162, Hf, 161.9472148960, 9.627000e-06,  
 73, 162, Ta, 161.9572942020, 5.607900e-05,  
 74, 162, W , 161.9635003470, 1.895600e-05,  
 75, 162, Re, 161.9758440000, 2.100000e-04, #
 76, 162, Os, 161.9844980000, 3.220000e-04, #
 61, 163, Pm, 162.9535700000, 4.290000e-04, #
 62, 163, Sm, 162.9455500000, 3.200000e-04, #
 63, 163, Eu, 162.9393609770, 7.036400e-05,  
 64, 163, Gd, 162.9341768320, 9.045000e-06,  
 65, 163, Tb, 162.9306532610, 4.372000e-06,  
 66, 163, Dy, 162.9287368790, 8.210000e-07,  
 67, 163, Ho, 162.9287399210, 8.210000e-07,  
 68, 163, Er, 162.9300395670, 4.980000e-06,  
 69, 163, Tm, 162.9326579410, 5.930000e-06,  
 70, 163, Yb, 162.9363398000, 1.649300e-05,  
 71, 163, Lu, 162.9411790000, 3.000000e-05,  
 72, 163, Hf, 162.9471132580, 2.659900e-05,  
 73, 163, Ta, 162.9543371950, 4.086000e-05,  
 74, 163, W , 162.9625245110, 5.663000e-05,  
 75, 163, Re, 162.9720854410, 1.989700e-05,  
 76, 163, Os, 162.9826170000, 3.200000e-04, #
 61, 164, Pm, 163.9582710000, 4.290000e-04, #
 62, 164, Sm, 163.9483600000, 3.200000e-04, #
 63, 164, Eu, 163.9426930000, 1.220000e-04, #
 64, 164, Gd, 163.9358300000, 1.100000e-04, #
 65, 164, Tb, 163.9333565590, 1.073570e-04,  
 66, 164, Dy, 163.9291804720, 8.230000e-07,  
 67, 164, Ho, 163.9302394830, 1.639000e-06,  
 68, 164, Er, 163.9292073920, 8.320000e-07,  
 69, 164, Tm, 163.9335432810, 2.618800e-05,  
 70, 164, Yb, 163.9344951030, 1.649900e-05,  
 71, 164, Lu, 163.9413390000, 3.000000e-05,  
 72, 164, Hf, 163.9443705440, 1.698300e-05,  
 73, 164, Ta, 163.9535340000, 3.000000e-05,  
 74, 164, W , 163.9589522220, 1.038500e-05,  
 75, 164, Re, 163.9705071240, 5.856600e-05,  
 76, 164, Os, 163.9780759660, 1.609450e-04,  
 77, 164, Ir, 163.9921160000, 3.380000e-04, #
 62, 165, Sm, 164.9529700000, 4.300000e-04, #
 63, 165, Eu, 164.9455460000, 1.480000e-04, #
 64, 165, Gd, 164.9393950000, 1.300000e-04, #
 65, 165, Tb, 164.9349800000, 1.100000e-04, #
 66, 165, Dy, 164.9317090540, 8.250000e-07,  
 67, 165, Ho, 164.9303280470, 1.084000e-06,  
 68, 165, Er, 164.9307331980, 1.034000e-06,  
 69, 165, Tm, 164.9324422690, 1.793000e-06,  
 70, 165, Yb, 164.9352702410, 2.849000e-05,  
 71, 165, Lu, 164.9394067580, 2.849000e-05,  
 72, 165, Hf, 164.9445670000, 3.000000e-05,  
 73, 165, Ta, 164.9507803030, 1.488200e-05,  
 74, 165, W , 164.9582809740, 2.681300e-05,  
 75, 165, Re, 164.9670853750, 2.532900e-05,  
 76, 165, Os, 164.9766020000, 2.100000e-04, #
 77, 165, Ir, 164.9875550000, 1.700000e-04, #
 62, 166, Sm, 165.9562750000, 4.290000e-04, #
 63, 166, Eu, 165.9493200000, 3.840000e-04, #
 64, 166, Gd, 165.9414600000, 2.100000e-04, #
 65, 166, Tb, 165.9378581190, 7.515300e-05,  
 66, 166, Dy, 165.9328124610, 9.300000e-07,  
 67, 166, Ho, 165.9322901390, 1.084000e-06,  
 68, 166, Er, 165.9302990230, 1.251000e-06,  
 69, 166, Tm, 165.9335600920, 1.245900e-05,  
 70, 166, Yb, 165.9338742490, 7.623000e-06,  
 71, 166, Lu, 165.9398590000, 3.200000e-05,  
 72, 166, Hf, 165.9421800000, 3.000000e-05,  
 73, 166, Ta, 165.9505120000, 3.000000e-05,  
 74, 166, W , 165.9550313460, 1.017400e-05,  
 75, 166, Re, 165.9657609400, 7.762800e-05,  
 76, 166, Os, 165.9726981410, 1.928700e-05,  
 77, 166, Ir, 165.9856640000, 2.100000e-04, #
 78, 166, Pt, 165.9949230000, 3.220000e-04, #
 63, 167, Eu, 166.9527530000, 4.290000e-04, #
 64, 167, Gd, 166.9454500000, 3.200000e-04, #
 65, 167, Tb, 166.9399600000, 2.100000e-04, #
 66, 167, Dy, 166.9356618230, 6.465700e-05,  
 67, 167, Ho, 166.9331389940, 5.618000e-06,  
 68, 167, Er, 166.9320541190, 1.252000e-06,  
 69, 167, Tm, 166.9328566350, 1.393000e-06,  
 70, 167, Yb, 166.9349533370, 4.273000e-06,  
 71, 167, Lu, 166.9382700000, 3.400000e-05,  
 72, 167, Hf, 166.9426000000, 3.000000e-05,  
 73, 167, Ta, 166.9480930000, 3.000000e-05,  
 74, 167, W , 166.9548058730, 1.960300e-05,  
 75, 167, Re, 166.9626070000, 4.300000e-05, #
 76, 167, Os, 166.9715489380, 7.802700e-05,  
 77, 167, Ir, 166.9816719810, 1.969500e-05,  
 78, 167, Pt, 166.9929010000, 3.250000e-04, #
 63, 168, Eu, 167.9573370000, 5.370000e-04, #
 64, 168, Gd, 167.9480800000, 4.300000e-04, #
 65, 168, Tb, 167.9434000000, 3.200000e-04, #
 66, 168, Dy, 167.9371337160, 1.503050e-04,  
 67, 168, Ho, 167.9355216760, 3.223000e-05,  
 68, 168, Er, 167.9323761920, 1.254000e-06,  
 69, 168, Tm, 167.9341778680, 1.834000e-06,  
 70, 168, Yb, 167.9338891060, 1.282000e-06,  
 71, 168, Lu, 167.9387351390, 4.215300e-05,  
 72, 168, Hf, 167.9405680000, 3.000000e-05,  
 73, 168, Ta, 167.9480470000, 3.000000e-05,  
 74, 168, W , 167.9518052620, 1.424700e-05,  
 75, 168, Re, 167.9615726080, 3.308700e-05,  
 76, 168, Os, 167.9677988120, 1.063200e-05,  
 77, 168, Ir, 167.9799609810, 5.927700e-05,  
 78, 168, Pt, 167.9881830040, 1.609780e-04,  
 64, 169, Gd, 168.9526000000, 5.400000e-04, #
 65, 169, Tb, 168.9459700000, 3.200000e-04, #
 66, 169, Dy, 168.9403139710, 3.227820e-04,  
 67, 169, Ho, 168.9368786300, 2.153400e-05,  
 68, 169, Er, 168.9345963530, 1.265000e-06,  
 69, 169, Tm, 168.9342183500, 8.710000e-07,  
 70, 169, Yb, 168.9351820160, 1.293000e-06,  
 71, 169, Lu, 168.9376436530, 3.470000e-06,  
 72, 169, Hf, 168.9412590000, 3.000000e-05,  
 73, 169, Ta, 168.9460110000, 3.000000e-05,  
 74, 169, W , 168.9517786770, 1.657100e-05,  
 75, 169, Re, 168.9587659910, 1.221000e-05,  
 76, 169, Os, 168.9670178330, 2.701700e-05,  
 77, 169, Ir, 168.9762812870, 2.502100e-05,  
 78, 169, Pt, 168.9865670000, 2.100000e-04, #
 79, 169, Au, 168.9980800000, 3.200000e-04, #
 64, 170, Gd, 169.9555770000, 6.400000e-04, #
 65, 170, Tb, 169.9498400000, 4.300000e-04, #
 66, 170, Dy, 169.9423900000, 2.100000e-04, #
 67, 170, Ho, 169.9396252890, 5.370200e-05,  
 68, 170, Er, 169.9354706730, 1.659000e-06,  
 69, 170, Tm, 169.9358065070, 8.590000e-07,  
 70, 170, Yb, 169.9347672450, 1.100000e-08,  
 71, 170, Lu, 169.9384792340, 1.808100e-05,  
 72, 170, Hf, 169.9396090000, 3.000000e-05,  
 73, 170, Ta, 169.9461750000, 3.000000e-05,  
 74, 170, W , 169.9492312000, 1.416500e-05,  
 75, 170, Re, 169.9582249660, 2.480800e-05,  
 76, 170, Os, 169.9635786730, 1.049100e-05,  
 77, 170, Ir, 169.9749220000, 9.500000e-05, #
 78, 170, Pt, 169.9825020950, 1.958800e-05,  
 79, 170, Au, 169.9959720000, 2.110000e-04, #
 65, 171, Tb, 170.9527300000, 5.400000e-04, #
 66, 171, Dy, 170.9461200000, 3.200000e-04, #
 67, 171, Ho, 170.9414714900, 6.441280e-04,  
 68, 171, Er, 170.9380361480, 1.670000e-06,  
 69, 171, Tm, 170.9364351260, 1.043000e-06,  
 70, 171, Yb, 170.9363315170, 1.400000e-08,  
 71, 171, Lu, 170.9379186600, 1.998000e-06,  
 72, 171, Hf, 170.9404920000, 3.100000e-05,  
 73, 171, Ta, 170.9444760000, 3.000000e-05,  
 74, 171, W , 170.9494510000, 3.000000e-05,  
 75, 171, Re, 170.9557160000, 3.000000e-05,  
 76, 171, Os, 170.9631753480, 1.913300e-05,  
 77, 171, Ir, 170.9716455220, 4.129500e-05,  
 78, 171, Pt, 170.9812455020, 7.809700e-05,  
 79, 171, Au, 170.9918815420, 2.223600e-05,  
 80, 171, Hg, 171.0037360000, 3.250000e-04, #
 65, 172, Tb, 171.9572190000, 5.400000e-04, #
 66, 172, Dy, 171.9484600000, 3.200000e-04, #
 67, 172, Ho, 171.9447300000, 2.100000e-04, #
 68, 172, Er, 171.9393623440, 4.302000e-06,  
 69, 172, Tm, 171.9384060670, 5.907000e-06,  
 70, 172, Yb, 171.9363866580, 1.400000e-08,  
 71, 172, Lu, 171.9390914170, 2.507000e-06,  
 72, 172, Hf, 171.9394497160, 2.622400e-05,  
 73, 172, Ta, 171.9448950000, 3.000000e-05,  
 74, 172, W , 171.9472920000, 3.000000e-05,  
 75, 172, Re, 171.9554080790, 4.186200e-05,  
 76, 172, Os, 171.9600170880, 1.372100e-05,  
 77, 172, Ir, 171.9706070360, 3.478500e-05,  
 78, 172, Pt, 171.9773407880, 1.113900e-05,  
 79, 172, Au, 171.9899967080, 6.028700e-05,  
 80, 172, Hg, 171.9988633910, 1.611160e-04,  
 66, 173, Dy, 172.9528300000, 4.300000e-04, #
 67, 173, Ho, 172.9470200000, 3.200000e-04, #
 68, 173, Er, 172.9424000000, 2.100000e-04, #
 69, 173, Tm, 172.9396066320, 4.723000e-06,  
 70, 173, Yb, 172.9382162150, 1.200000e-08,  
 71, 173, Lu, 172.9389358220, 1.682000e-06,  
 72, 173, Hf, 172.9405130000, 3.000000e-05,  
 73, 173, Ta, 172.9437500000, 3.000000e-05,  
 74, 173, W , 172.9476890000, 3.000000e-05,  
 75, 173, Re, 172.9532430000, 3.000000e-05,  
 76, 173, Os, 172.9598083750, 1.605900e-05,  
 77, 173, Ir, 172.9675054960, 1.183700e-05,  
 78, 173, Pt, 172.9764433150, 6.009300e-05,  
 79, 173, Au, 172.9862238080, 2.445900e-05,  
 80, 173, Hg, 172.9970910000, 2.100000e-04, #
 66, 174, Dy, 173.9555870000, 5.400000e-04, #
 67, 174, Ho, 173.9509500000, 3.200000e-04, #
 68, 174, Er, 173.9442300000, 3.200000e-04, #
 69, 174, Tm, 173.9421740640, 4.801000e-05,  
 70, 174, Yb, 173.9388675480, 1.100000e-08,  
 71, 174, Lu, 173.9403429380, 1.682000e-06,  
 72, 174, Hf, 173.9400484800, 2.424000e-06,  
 73, 174, Ta, 173.9444540000, 3.000000e-05,  
 74, 174, W , 173.9460790000, 3.000000e-05,  
 75, 174, Re, 173.9531150000, 3.000000e-05,  
 76, 174, Os, 173.9570631520, 1.100800e-05,  
 77, 174, Ir, 173.9668666760, 2.611100e-05,  
 78, 174, Pt, 173.9728198320, 1.111200e-05,  
 79, 174, Au, 173.9847180000, 9.500000e-05, #
 80, 174, Hg, 173.9928705830, 2.062400e-05,  
 67, 175, Ho, 174.9536200000, 4.300000e-04, #
 68, 175, Er, 174.9477700000, 4.300000e-04, #
 69, 175, Tm, 174.9438423130, 5.367700e-05,  
 70, 175, Yb, 174.9412819100, 7.600000e-08,  
 71, 175, Lu, 174.9407773080, 1.295000e-06,  
 72, 175, Hf, 174.9415115270, 2.449000e-06,  
 73, 175, Ta, 174.9437370000, 3.000000e-05,  
 74, 175, W , 174.9467170000, 3.000000e-05,  
 75, 175, Re, 174.9513810000, 3.000000e-05,  
 76, 175, Os, 174.9569451050, 1.264000e-05,  
 77, 175, Ir, 174.9641495210, 1.329500e-05,  
 78, 175, Pt, 174.9723954570, 1.952200e-05,  
 79, 175, Au, 174.9813160850, 4.148100e-05,  
 80, 175, Hg, 174.9914410860, 7.825700e-05,  
 67, 176, Ho, 175.9578200000, 5.400000e-04, #
 68, 176, Er, 175.9499400000, 4.300000e-04, #
 69, 176, Tm, 175.9469977110, 1.073540e-04,  
 70, 176, Yb, 175.9425747080, 1.500000e-08,  
 71, 176, Lu, 175.9426918090, 1.301000e-06,  
 72, 176, Hf, 175.9414099050, 1.590000e-06,  
 73, 176, Ta, 175.9448570000, 3.300000e-05,  
 74, 176, W , 175.9456340000, 3.000000e-05,  
 75, 176, Re, 175.9516230000, 3.000000e-05,  
 76, 176, Os, 175.9548060000, 3.000000e-05,  
 77, 176, Ir, 175.9636301190, 1.798100e-05,  
 78, 176, Pt, 175.9689382140, 1.366000e-05,  
 79, 176, Au, 175.9801169270, 3.562500e-05,  
 80, 176, Hg, 175.9873483350, 1.193700e-05,  
 81, 176, Tl, 176.0006243670, 8.060700e-05,  
 68, 177, Er, 176.9539900000, 5.400000e-04, #
 69, 177, Tm, 176.9490400000, 3.200000e-04, #
 70, 177, Yb, 176.9452638480, 2.360000e-07,  
 71, 177, Lu, 176.9437636680, 1.310000e-06,  
 72, 177, Hf, 176.9432303200, 1.511000e-06,  
 73, 177, Ta, 176.9444820730, 3.557000e-06,  
 74, 177, W , 176.9466430000, 3.000000e-05,  
 75, 177, Re, 176.9503280000, 3.000000e-05,  
 76, 177, Os, 176.9549578820, 1.568700e-05,  
 77, 177, Ir, 176.9613015000, 2.121300e-05,  
 78, 177, Pt, 176.9684695290, 1.609000e-05,  
 79, 177, Au, 176.9768703790, 1.126800e-05,  
 80, 177, Hg, 176.9862773760, 8.057500e-05,  
 81, 177, Tl, 176.9964137970, 2.321900e-05,  
 68, 178, Er, 177.9567790000, 6.400000e-04, #
 69, 178, Tm, 177.9526400000, 4.300000e-04, #
 70, 178, Yb, 177.9466497100, 1.073500e-05,  
 71, 178, Lu, 177.9459601620, 2.416000e-06,  
 72, 178, Hf, 177.9437084560, 1.516000e-06,  
 73, 178, Ta, 177.9456810000, 5.600000e-05, #
 74, 178, W , 177.9458859250, 1.631600e-05,  
 75, 178, Re, 177.9509890000, 3.000000e-05,  
 76, 178, Os, 177.9532533000, 1.463400e-05,  
 77, 178, Ir, 177.9610820000, 2.121300e-05,  
 78, 178, Pt, 177.9656492480, 1.087800e-05,  
 79, 178, Au, 177.9760559450, 1.082700e-05,  
 80, 178, Hg, 177.9824841580, 1.156200e-05,  
 81, 178, Tl, 177.9948570000, 9.600000e-05, #
 82, 178, Pb, 178.0038371630, 2.572400e-05,  
 69, 179, Tm, 178.9553400000, 5.400000e-04, #
 70, 179, Yb, 178.9500400000, 2.100000e-04, #
 71, 179, Lu, 178.9473330820, 5.528000e-06,  
 72, 179, Hf, 178.9458258380, 1.517000e-06,  
 73, 179, Ta, 178.9459391870, 1.571000e-06,  
 74, 179, W , 178.9470795010, 1.564400e-05,  
 75, 179, Re, 178.9499897150, 2.645000e-05,  
 76, 179, Os, 178.9538166690, 1.771800e-05,  
 77, 179, Ir, 178.9591175960, 1.048900e-05,  
 78, 179, Pt, 178.9653587190, 8.563000e-06,  
 79, 179, Au, 178.9731736680, 1.255500e-05,  
 80, 179, Hg, 178.9818268990, 2.927200e-05,  
 81, 179, Tl, 178.9911234050, 4.164600e-05,  
 82, 179, Pb, 179.0022014520, 8.114900e-05,  
 69, 180, Tm, 179.9592910000, 5.400000e-04, #
 70, 180, Yb, 179.9521200000, 3.200000e-04, #
 71, 180, Lu, 179.9498908760, 7.592600e-05,  
 72, 180, Hf, 179.9465596690, 1.522000e-06,  
 73, 180, Ta, 179.9474683920, 2.081000e-06,  
 74, 180, W , 179.9467134350, 1.542000e-06,  
 75, 180, Re, 179.9507915680, 2.296500e-05,  
 76, 180, Os, 179.9523799300, 1.759600e-05,  
 77, 180, Ir, 179.9592294460, 2.330200e-05,  
 78, 180, Pt, 179.9630315630, 1.178100e-05,  
 79, 180, Au, 179.9724898830, 5.137000e-06,  
 80, 180, Hg, 179.9782602490, 1.357900e-05,  
 81, 180, Tl, 179.9899230190, 6.442300e-05,  
 82, 180, Pb, 179.9979158420, 1.330700e-05,  
 69, 181, Tm, 180.9622430000, 6.400000e-04, #
 70, 181, Yb, 180.9558900000, 3.200000e-04, #
 71, 181, Lu, 180.9519080000, 1.350000e-04,  
 72, 181, Hf, 180.9491109650, 1.524000e-06,  
 73, 181, Ta, 180.9479993310, 1.506000e-06,  
 74, 181, W , 180.9482188630, 1.551000e-06,  
 75, 181, Re, 180.9500615230, 1.347100e-05,  
 76, 181, Os, 180.9532471880, 2.720100e-05,  
 77, 181, Ir, 180.9576346940, 5.631000e-06,  
 78, 181, Pt, 180.9630899270, 1.469500e-05,  
 79, 181, Au, 180.9700791030, 2.144500e-05,  
 80, 181, Hg, 180.9778193570, 1.651300e-05,  
 81, 181, Tl, 180.9862599920, 9.778000e-06,  
 82, 181, Pb, 180.9966533860, 8.095700e-05,  
 70, 182, Yb, 181.9583250000, 4.300000e-04, #
 71, 182, Lu, 181.9550400000, 2.100000e-04, #
 72, 182, Hf, 181.9505638160, 6.618000e-06,  
 73, 182, Ta, 181.9501554130, 1.508000e-06,  
 74, 182, W , 181.9482057210, 7.910000e-07,  
 75, 182, Re, 181.9512116450, 1.094830e-04,  
 76, 182, Os, 181.9521101530, 2.334400e-05,  
 77, 182, Ir, 181.9580762960, 2.250900e-05,  
 78, 182, Pt, 181.9611715710, 1.405700e-05,  
 79, 182, Au, 181.9696178740, 2.174900e-05,  
 80, 182, Hg, 181.9746891320, 1.051000e-05,  
 81, 182, Tl, 181.9856918800, 1.270900e-05,  
 82, 182, Pb, 181.9926729400, 1.298700e-05,  
 70, 183, Yb, 182.9623190000, 4.300000e-04, #
 71, 183, Lu, 182.9573630000, 8.600000e-05,  
 72, 183, Hf, 182.9535340040, 3.224200e-05,  
 73, 183, Ta, 182.9513761800, 1.523000e-06,  
 74, 183, W , 182.9502245000, 7.900000e-07,  
 75, 183, Re, 182.9508213900, 8.624000e-06,  
 76, 183, Os, 182.9531247190, 5.342000e-05,  
 77, 183, Ir, 182.9568399680, 2.619100e-05,  
 78, 183, Pt, 182.9615966530, 1.667500e-05,  
 79, 183, Au, 182.9675881080, 1.011600e-05,  
 80, 183, Hg, 182.9744446290, 7.604000e-06,  
 81, 183, Tl, 182.9821928460, 1.001700e-05,  
 82, 183, Pb, 182.9918676680, 3.022100e-05,  
 70, 184, Yb, 183.9650670000, 5.400000e-04, #
 71, 184, Lu, 183.9609100000, 3.200000e-04, #
 72, 184, Hf, 183.9554485870, 4.262500e-05,  
 73, 184, Ta, 183.9540100380, 2.792300e-05,  
 74, 184, W , 183.9509332600, 7.850000e-07,  
 75, 184, Re, 183.9525282670, 4.589000e-06,  
 76, 184, Os, 183.9524929490, 8.870000e-07,  
 77, 184, Ir, 183.9574760000, 3.000000e-05,  
 78, 184, Pt, 183.9599200390, 1.673000e-05,  
 79, 184, Au, 183.9674515240, 2.391200e-05,  
 80, 184, Hg, 183.9717132210, 1.080200e-05,  
 81, 184, Tl, 183.9818750930, 1.075700e-05,  
 82, 184, Pb, 183.9881357020, 1.374800e-05,  
 83, 184, Bi, 184.0011412500, 8.385400e-05,  
 70, 185, Yb, 184.9694040000, 5.400000e-04, #
 71, 185, Lu, 184.9636200000, 3.200000e-04, #
 72, 185, Hf, 184.9588620000, 6.900000e-05,  
 73, 185, Ta, 184.9555613960, 1.520200e-05,  
 74, 185, W , 184.9534212860, 7.860000e-07,  
 75, 185, Re, 184.9529583370, 8.770000e-07,  
 76, 185, Os, 184.9540459950, 8.910000e-07,  
 77, 185, Ir, 184.9566980000, 3.000000e-05,  
 78, 185, Pt, 184.9606136590, 2.773100e-05,  
 79, 185, Au, 184.9657988740, 2.800000e-06,  
 80, 185, Hg, 184.9718906760, 1.464100e-05,  
 81, 185, Tl, 184.9787891910, 2.219400e-05,  
 82, 185, Pb, 184.9876099890, 1.736400e-05,  
 83, 185, Bi, 184.9976000000, 8.700000e-05, #
 71, 186, Lu, 185.9675680000, 4.300000e-04, #
 72, 186, Hf, 185.9608970000, 5.500000e-05,  
 73, 186, Ta, 185.9585531110, 6.442500e-05,  
 74, 186, W , 185.9543652150, 1.300000e-06,  
 75, 186, Re, 185.9549894190, 8.860000e-07,  
 76, 186, Os, 185.9538376600, 8.160000e-07,  
 77, 186, Ir, 185.9579467540, 1.774000e-05,  
 78, 186, Pt, 185.9593508460, 2.334400e-05,  
 79, 186, Au, 185.9659527030, 2.250900e-05,  
 80, 186, Hg, 185.9693620170, 1.250700e-05,  
 81, 186, Tl, 185.9786508410, 2.400000e-05,  
 82, 186, Pb, 185.9842381960, 1.219900e-05,  
 83, 186, Bi, 185.9966224020, 1.809600e-05,  
 84, 186, Po, 186.0044025770, 1.963000e-05,  
 71, 187, Lu, 186.9703920000, 4.300000e-04, #
 72, 187, Hf, 186.9647700000, 3.200000e-04, #
 73, 187, Ta, 186.9603910000, 6.000000e-05,  
 74, 187, W , 186.9571613230, 1.300000e-06,  
 75, 187, Re, 186.9557522880, 7.900000e-07,  
 76, 187, Os, 186.9557496400, 7.900000e-07,  
 77, 187, Ir, 186.9575420000, 3.000000e-05,  
 78, 187, Pt, 186.9606169760, 2.581600e-05,  
